menu_id,franchise_id,product_count,amount,sales_date
18,62,4,18800,2023-02-06
16,71,4,22000,2023-02-06
19,69,5,24000,2023-02-06
17,70,5,29000,2023-02-06
3,67,2,9000,2023-02-06
3,68,2,9000,2023-02-06
11,66,1,4800,2023-02-06
7,64,2,9000,2023-02-06
9,70,1,4000,2023-02-06
10,64,1,4500,2023-02-06
7,63,3,13500,2023-02-06
9,69,3,12000,2023-02-06
9,69,1,4000,2023-02-06
2,67,4,16000,2023-02-06
20,63,2,9000,2023-02-06
1,71,1,3000,2023-02-06
13,63,2,11000,2023-02-06
13,66,2,11000,2023-02-06
7,70,3,13500,2023-02-06
14,62,4,20000,2023-02-06
20,67,5,22500,2023-02-06
12,66,1,5200,2023-02-06
17,69,3,17400,2023-02-06
8,64,2,6000,2023-02-06
2,69,4,16000,2023-02-06
8,64,4,12000,2023-02-06
9,70,2,8000,2023-02-06
13,70,2,11000,2023-02-06
1,69,5,15000,2023-02-06
9,69,5,20000,2023-02-06
17,67,1,5800,2023-02-06
9,68,4,16000,2023-02-06
10,66,3,13500,2023-02-06
5,62,2,11000,2023-02-06
9,63,2,8000,2023-02-06
12,63,1,5200,2023-02-06
3,63,4,18000,2023-02-06
9,67,4,16000,2023-02-06
16,68,5,27500,2023-02-06
13,64,3,16500,2023-02-06
3,69,5,22500,2023-02-06
6,70,3,15000,2023-02-06
3,67,3,13500,2023-02-06
14,62,3,15000,2023-02-06
4,70,5,25000,2023-02-06
6,71,4,20000,2023-02-06
20,71,5,22500,2023-02-06
13,68,4,22000,2023-02-06
13,71,5,27500,2023-02-06
12,70,2,10400,2023-02-06
8,71,3,9000,2023-02-06
5,69,2,11000,2023-02-06
13,70,4,22000,2023-02-06
20,64,3,13500,2023-02-06
8,67,2,6000,2023-02-06
6,71,2,10000,2023-02-06
19,65,3,14400,2023-02-06
3,62,2,9000,2023-02-06
6,70,5,25000,2023-02-06
12,71,2,10400,2023-02-06
10,65,4,18000,2023-02-06
6,68,4,20000,2023-02-06
13,68,4,22000,2023-02-06
10,71,5,22500,2023-02-06
4,71,3,15000,2023-02-06
14,68,2,10000,2023-02-06
14,71,4,20000,2023-02-06
16,64,3,16500,2023-02-06
8,68,4,12000,2023-02-06
17,65,5,29000,2023-02-06
10,71,4,18000,2023-02-07
9,63,4,16000,2023-02-07
1,64,3,9000,2023-02-07
5,71,1,5500,2023-02-07
9,65,4,16000,2023-02-07
5,62,3,16500,2023-02-07
11,71,2,9600,2023-02-07
6,62,4,20000,2023-02-07
5,68,3,16500,2023-02-07
16,70,1,5500,2023-02-07
15,65,4,22000,2023-02-07
7,71,4,18000,2023-02-07
4,69,4,20000,2023-02-07
14,70,4,20000,2023-02-07
14,64,4,20000,2023-02-07
16,71,1,5500,2023-02-07
15,66,3,16500,2023-02-07
17,65,2,11600,2023-02-07
20,68,1,4500,2023-02-07
3,64,3,13500,2023-02-07
20,68,5,22500,2023-02-07
4,69,4,20000,2023-02-07
4,64,2,10000,2023-02-07
4,69,4,20000,2023-02-07
7,63,3,13500,2023-02-07
5,65,1,5500,2023-02-07
7,70,3,13500,2023-02-07
13,71,2,11000,2023-02-07
18,63,5,23500,2023-02-07
1,68,2,6000,2023-02-07
4,70,2,10000,2023-02-07
18,65,4,18800,2023-02-07
18,63,5,23500,2023-02-07
11,65,4,19200,2023-02-07
14,66,1,5000,2023-02-07
8,62,4,12000,2023-02-07
19,64,5,24000,2023-02-07
7,62,1,4500,2023-02-07
10,67,5,22500,2023-02-07
12,64,5,26000,2023-02-07
19,65,5,24000,2023-02-07
11,71,2,9600,2023-02-07
9,65,2,8000,2023-02-07
19,71,3,14400,2023-02-07
7,70,4,18000,2023-02-07
2,67,5,20000,2023-02-07
1,68,1,3000,2023-02-07
16,65,1,5500,2023-02-07
19,65,4,19200,2023-02-07
4,69,2,10000,2023-02-07
16,64,1,5500,2023-02-07
5,63,5,27500,2023-02-07
16,67,4,22000,2023-02-07
7,63,2,9000,2023-02-07
14,69,3,15000,2023-02-07
3,63,4,18000,2023-02-07
17,64,2,11600,2023-02-07
12,68,3,15600,2023-02-07
9,70,5,20000,2023-02-07
6,67,3,15000,2023-02-07
5,63,1,5500,2023-02-07
6,65,3,15000,2023-02-07
11,62,5,24000,2023-02-07
17,62,3,17400,2023-02-07
7,69,1,4500,2023-02-07
7,70,1,4500,2023-02-07
11,63,3,14400,2023-02-07
18,67,3,14100,2023-02-07
18,69,1,4700,2023-02-07
2,71,5,20000,2023-02-07
9,64,5,20000,2023-02-07
15,69,2,11000,2023-02-07
15,67,3,16500,2023-02-07
20,67,3,13500,2023-02-07
6,68,2,10000,2023-02-07
3,66,5,22500,2023-02-07
12,69,2,10400,2023-02-07
7,62,1,4500,2023-02-07
4,65,4,20000,2023-02-07
16,66,2,11000,2023-02-07
14,67,5,25000,2023-02-07
17,65,4,23200,2023-02-07
18,69,4,18800,2023-02-07
4,69,5,25000,2023-02-07
2,65,4,16000,2023-02-07
10,70,1,4500,2023-02-07
7,63,1,4500,2023-02-07
18,68,4,18800,2023-02-07
7,64,2,9000,2023-02-07
8,64,2,6000,2023-02-07
2,69,3,12000,2023-02-07
10,66,5,22500,2023-02-07
11,65,3,14400,2023-02-07
20,69,3,13500,2023-02-07
16,64,3,16500,2023-02-07
12,63,5,26000,2023-02-07
11,66,3,14400,2023-02-07
3,67,3,13500,2023-02-07
3,70,2,9000,2023-02-07
1,68,4,12000,2023-02-07
7,70,1,4500,2023-02-07
1,71,5,15000,2023-02-07
12,65,2,10400,2023-02-07
7,64,2,9000,2023-02-07
14,66,2,10000,2023-02-07
10,64,5,22500,2023-02-07
9,66,5,20000,2023-02-07
8,62,3,9000,2023-02-07
6,62,2,10000,2023-02-07
10,68,1,4500,2023-02-07
1,67,5,15000,2023-02-07
12,64,3,15600,2023-02-07
17,64,5,29000,2023-02-07
19,65,5,24000,2023-02-07
5,70,1,5500,2023-02-07
18,66,4,18800,2023-02-07
19,68,3,14400,2023-02-07
6,63,5,25000,2023-02-07
8,67,2,6000,2023-02-07
3,68,4,18000,2023-02-07
13,67,3,16500,2023-02-07
1,69,5,15000,2023-02-07
2,65,5,20000,2023-02-07
19,67,3,14400,2023-02-07
17,70,5,29000,2023-02-07
5,65,4,22000,2023-02-07
13,62,1,5500,2023-02-07
13,65,2,11000,2023-02-07
10,65,4,18000,2023-02-07
16,68,4,22000,2023-02-07
1,70,2,6000,2023-02-07
5,65,2,11000,2023-02-07
4,65,4,20000,2023-02-07
18,71,4,18800,2023-02-07
16,70,3,16500,2023-02-07
14,62,5,25000,2023-02-07
8,70,2,6000,2023-02-07
1,69,4,12000,2023-02-07
5,70,1,5500,2023-02-07
16,64,4,22000,2023-02-07
16,68,3,16500,2023-02-07
8,66,5,15000,2023-02-07
14,65,3,15000,2023-02-07
11,67,2,9600,2023-02-07
4,66,3,15000,2023-02-07
5,64,2,11000,2023-02-07
2,66,3,12000,2023-02-07
15,64,5,27500,2023-02-07
2,70,3,12000,2023-02-07
12,68,4,20800,2023-02-07
14,62,1,5000,2023-02-07
9,64,3,12000,2023-02-07
6,68,5,25000,2023-02-07
19,69,5,24000,2023-02-07
5,62,4,22000,2023-02-07
15,70,3,16500,2023-02-07
2,64,4,16000,2023-02-07
11,71,2,9600,2023-02-07
14,68,3,15000,2023-02-07
9,68,1,4000,2023-02-07
1,67,1,3000,2023-02-07
1,64,5,15000,2023-02-07
4,62,2,10000,2023-02-07
4,65,3,15000,2023-02-07
12,71,5,26000,2023-02-07
4,64,1,5000,2023-02-07
16,63,1,5500,2023-02-07
14,65,5,25000,2023-02-07
15,71,5,27500,2023-02-07
2,64,4,16000,2023-02-07
10,67,4,18000,2023-02-07
2,63,1,4000,2023-02-07
12,63,2,10400,2023-02-07
16,64,1,5500,2023-02-07
16,67,3,16500,2023-02-07
15,67,4,22000,2023-02-07
10,66,3,13500,2023-02-07
4,71,2,10000,2023-02-07
19,68,2,9600,2023-02-07
17,67,5,29000,2023-02-07
11,63,2,9600,2023-02-07
11,69,3,14400,2023-02-07
16,65,1,5500,2023-02-07
11,71,2,9600,2023-02-07
3,65,5,22500,2023-02-07
13,62,4,22000,2023-02-07
20,71,2,9000,2023-02-07
12,69,3,15600,2023-02-07
10,69,1,4500,2023-02-07
10,68,2,9000,2023-02-07
20,69,1,4500,2023-02-07
7,66,1,4500,2023-02-07
15,70,4,22000,2023-02-07
18,71,2,9400,2023-02-07
18,71,1,4700,2023-02-07
20,71,3,13500,2023-02-07
2,71,3,12000,2023-02-07
2,70,1,4000,2023-02-07
6,67,2,10000,2023-02-07
15,62,2,11000,2023-02-07
18,65,5,23500,2023-02-07
13,65,2,11000,2023-02-07
9,65,4,16000,2023-02-07
15,65,5,27500,2023-02-07
10,69,4,18000,2023-02-07
3,62,2,9000,2023-02-07
20,70,1,4500,2023-02-07
6,67,2,10000,2023-02-07
19,71,1,4800,2023-02-07
3,62,2,9000,2023-02-07
15,65,4,22000,2023-02-07
18,71,3,14100,2023-02-07
17,71,1,5800,2023-02-07
4,70,5,25000,2023-02-07
7,64,3,13500,2023-02-07
8,62,3,9000,2023-02-07
17,70,4,23200,2023-02-07
16,70,3,16500,2023-02-07
16,66,2,11000,2023-02-07
13,64,5,27500,2023-02-07
2,65,4,16000,2023-02-07
18,64,5,23500,2023-02-07
19,71,4,19200,2023-02-07
4,71,2,10000,2023-02-07
13,66,3,16500,2023-02-07
7,65,4,18000,2023-02-07
13,70,1,5500,2023-02-07
9,63,3,12000,2023-02-07
12,62,4,20800,2023-02-07
14,66,1,5000,2023-02-07
8,62,5,15000,2023-02-07
3,64,3,13500,2023-02-07
6,65,4,20000,2023-02-07
1,71,5,15000,2023-02-07
12,65,1,5200,2023-02-07
15,66,5,27500,2023-02-07
3,71,5,22500,2023-02-07
14,64,5,25000,2023-02-07
4,70,4,20000,2023-02-07
2,62,1,4000,2023-02-07
17,70,5,29000,2023-02-07
16,65,2,11000,2023-02-07
3,64,4,18000,2023-02-07
18,69,2,9400,2023-02-07
4,68,1,5000,2023-02-07
16,62,2,11000,2023-02-07
10,62,3,13500,2023-02-07
4,66,3,15000,2023-02-07
19,66,4,19200,2023-02-07
7,70,5,22500,2023-02-07
4,71,3,15000,2023-02-07
9,69,5,20000,2023-02-07
11,70,1,4800,2023-02-07
11,66,2,9600,2023-02-07
16,64,3,16500,2023-02-07
10,66,4,18000,2023-02-07
2,62,5,20000,2023-02-07
9,68,1,4000,2023-02-07
10,67,3,13500,2023-02-07
7,64,1,4500,2023-02-07
11,63,1,4800,2023-02-07
10,70,2,9000,2023-02-07
11,62,4,19200,2023-02-07
10,64,3,13500,2023-02-07
11,64,3,14400,2023-02-07
16,67,2,11000,2023-02-07
2,64,4,16000,2023-02-07
16,67,3,16500,2023-02-07
17,67,4,23200,2023-02-07
8,69,5,15000,2023-02-07
18,71,2,9400,2023-02-07
16,67,5,27500,2023-02-07
6,70,4,20000,2023-02-07
10,68,5,22500,2023-02-07
8,62,2,6000,2023-02-07
11,68,4,19200,2023-02-07
5,63,2,11000,2023-02-07
17,64,4,23200,2023-02-07
9,63,1,4000,2023-02-07
12,71,4,20800,2023-02-07
12,71,4,20800,2023-02-07
12,68,3,15600,2023-02-07
16,63,4,22000,2023-02-07
17,70,5,29000,2023-02-07
5,68,2,11000,2023-02-07
18,68,5,23500,2023-02-07
2,62,1,4000,2023-02-07
8,63,2,6000,2023-02-07
19,65,1,4800,2023-02-07
12,67,3,15600,2023-02-07
8,67,2,6000,2023-02-07
18,69,3,14100,2023-02-07
14,65,3,15000,2023-02-07
12,70,2,10400,2023-02-07
7,68,1,4500,2023-02-07
19,62,1,4800,2023-02-07
10,63,5,22500,2023-02-07
8,70,2,6000,2023-02-07
15,69,1,5500,2023-02-07
1,64,3,9000,2023-02-07
9,64,2,8000,2023-02-07
1,64,2,6000,2023-02-07
1,63,1,3000,2023-02-07
9,68,5,20000,2023-02-07
17,71,4,23200,2023-02-07
6,66,2,10000,2023-02-07
14,66,4,20000,2023-02-07
3,69,5,22500,2023-02-07
12,70,4,20800,2023-02-07
10,63,4,18000,2023-02-07
12,69,4,20800,2023-02-07
7,65,5,22500,2023-02-07
8,64,2,6000,2023-02-07
10,67,3,13500,2023-02-07
12,67,3,15600,2023-02-07
16,63,1,5500,2023-02-07
2,63,1,4000,2023-02-07
19,66,4,19200,2023-02-07
18,69,1,4700,2023-02-07
18,67,3,14100,2023-02-07
16,65,5,27500,2023-02-07
9,70,4,16000,2023-02-07
8,66,1,3000,2023-02-07
18,65,3,14100,2023-02-07
18,64,1,4700,2023-02-07
18,67,3,14100,2023-02-07
15,66,2,11000,2023-02-07
4,68,3,15000,2023-02-07
7,65,3,13500,2023-02-07
4,63,4,20000,2023-02-07
15,65,4,22000,2023-02-07
17,63,5,29000,2023-02-07
9,65,4,16000,2023-02-07
5,71,1,5500,2023-02-07
4,69,2,10000,2023-02-07
12,65,2,10400,2023-02-07
5,71,2,11000,2023-02-07
14,69,3,15000,2023-02-07
7,66,3,13500,2023-02-07
7,66,4,18000,2023-02-07
20,71,4,18000,2023-02-07
1,71,5,15000,2023-02-07
2,71,4,16000,2023-02-07
5,69,2,11000,2023-02-07
2,63,4,16000,2023-02-07
14,64,5,25000,2023-02-07
18,67,2,9400,2023-02-07
6,63,4,20000,2023-02-07
11,63,2,9600,2023-02-07
20,68,5,22500,2023-02-07
20,71,2,9000,2023-02-07
19,67,2,9600,2023-02-07
20,69,2,9000,2023-02-07
2,69,5,20000,2023-02-07
6,62,2,10000,2023-02-07
7,65,1,4500,2023-02-07
19,65,3,14400,2023-02-07
2,71,4,16000,2023-02-07
12,63,2,10400,2023-02-07
14,65,4,20000,2023-02-07
7,66,2,9000,2023-02-07
5,68,1,5500,2023-02-07
10,62,3,13500,2023-02-07
3,62,3,13500,2023-02-07
8,63,4,12000,2023-02-07
2,65,4,16000,2023-02-07
17,71,5,29000,2023-02-07
3,70,4,18000,2023-02-07
2,68,3,12000,2023-02-07
17,70,1,5800,2023-02-07
12,65,1,5200,2023-02-07
4,63,5,25000,2023-02-07
10,71,4,18000,2023-02-07
11,66,4,19200,2023-02-07
11,67,5,24000,2023-02-07
16,64,2,11000,2023-02-07
1,70,1,3000,2023-02-07
20,67,1,4500,2023-02-07
4,68,5,25000,2023-02-07
11,71,3,14400,2023-02-07
16,67,4,22000,2023-02-07
7,67,3,13500,2023-02-07
16,63,2,11000,2023-02-07
1,69,3,9000,2023-02-07
16,69,3,16500,2023-02-07
2,69,3,12000,2023-02-07
18,65,1,4700,2023-02-07
15,62,2,11000,2023-02-07
18,70,2,9400,2023-02-07
5,65,2,11000,2023-02-07
10,65,3,13500,2023-02-07
16,66,3,16500,2023-02-07
9,62,2,8000,2023-02-07
12,69,2,10400,2023-02-07
15,69,4,22000,2023-02-07
16,63,5,27500,2023-02-07
18,67,3,14100,2023-02-07
11,71,3,14400,2023-02-07
9,66,4,16000,2023-02-07
18,69,1,4700,2023-02-07
11,63,2,9600,2023-02-07
20,69,5,22500,2023-02-07
5,68,4,22000,2023-02-07
20,70,4,18000,2023-02-07
8,64,1,3000,2023-02-07
11,68,5,24000,2023-02-07
18,66,4,18800,2023-02-07
10,70,4,18000,2023-02-07
13,63,3,16500,2023-02-07
17,71,5,29000,2023-02-07
19,65,4,19200,2023-02-07
10,68,3,13500,2023-02-07
8,64,5,15000,2023-02-07
12,71,4,20800,2023-02-07
12,69,5,26000,2023-02-07
17,62,2,11600,2023-02-07
5,71,1,5500,2023-02-07
8,68,1,3000,2023-02-07
12,68,5,26000,2023-02-07
16,68,3,16500,2023-02-07
8,68,1,3000,2023-02-07
19,71,4,19200,2023-02-07
14,70,4,20000,2023-02-07
6,68,5,25000,2023-02-07
19,66,4,19200,2023-02-07
7,70,4,18000,2023-02-07
15,69,5,27500,2023-02-07
16,68,4,22000,2023-02-07
15,66,4,22000,2023-02-07
4,64,5,25000,2023-02-07
1,66,4,12000,2023-02-07
2,67,5,20000,2023-02-07
18,69,5,23500,2023-02-07
18,62,2,9400,2023-02-07
17,71,2,11600,2023-02-07
3,64,4,18000,2023-02-07
1,68,2,6000,2023-02-07
7,70,5,22500,2023-02-07
4,66,4,20000,2023-02-07
20,69,5,22500,2023-02-07
4,65,3,15000,2023-02-07
15,69,2,11000,2023-02-07
20,67,5,22500,2023-02-08
13,71,4,22000,2023-02-08
4,68,1,5000,2023-02-08
9,71,3,12000,2023-02-08
20,70,5,22500,2023-02-08
20,67,1,4500,2023-02-08
1,66,5,15000,2023-02-08
9,62,3,12000,2023-02-08
16,64,4,22000,2023-02-08
12,68,2,10400,2023-02-08
5,70,2,11000,2023-02-08
12,64,3,15600,2023-02-08
5,68,1,5500,2023-02-08
3,69,5,22500,2023-02-08
6,65,4,20000,2023-02-08
20,68,2,9000,2023-02-08
7,69,4,18000,2023-02-08
15,69,3,16500,2023-02-08
18,71,3,14100,2023-02-08
20,62,3,13500,2023-02-08
20,63,4,18000,2023-02-08
16,67,2,11000,2023-02-08
19,70,4,19200,2023-02-08
14,67,4,20000,2023-02-08
15,65,3,16500,2023-02-08
2,71,2,8000,2023-02-08
2,63,2,8000,2023-02-08
20,65,2,9000,2023-02-08
10,64,5,22500,2023-02-08
4,68,2,10000,2023-02-08
7,67,4,18000,2023-02-08
7,69,3,13500,2023-02-08
13,62,3,16500,2023-02-08
19,66,2,9600,2023-02-08
13,68,2,11000,2023-02-08
6,65,4,20000,2023-02-08
11,69,5,24000,2023-02-08
19,63,1,4800,2023-02-08
15,65,2,11000,2023-02-08
12,64,1,5200,2023-02-08
14,67,4,20000,2023-02-08
8,65,3,9000,2023-02-08
8,64,3,9000,2023-02-08
19,71,2,9600,2023-02-08
16,69,3,16500,2023-02-08
19,63,5,24000,2023-02-08
11,68,1,4800,2023-02-08
12,63,5,26000,2023-02-08
7,70,3,13500,2023-02-08
14,69,2,10000,2023-02-08
19,65,2,9600,2023-02-08
15,66,5,27500,2023-02-08
4,66,4,20000,2023-02-08
17,71,2,11600,2023-02-08
12,67,3,15600,2023-02-08
20,65,4,18000,2023-02-08
13,66,1,5500,2023-02-08
20,71,3,13500,2023-02-08
5,71,5,27500,2023-02-08
8,62,3,9000,2023-02-08
16,64,2,11000,2023-02-08
16,64,4,22000,2023-02-08
8,68,3,9000,2023-02-08
11,65,3,14400,2023-02-08
7,62,1,4500,2023-02-08
18,70,1,4700,2023-02-08
13,64,3,16500,2023-02-08
8,64,5,15000,2023-02-08
1,64,1,3000,2023-02-08
18,68,3,14100,2023-02-08
16,67,2,11000,2023-02-08
13,69,2,11000,2023-02-08
12,65,1,5200,2023-02-08
20,68,5,22500,2023-02-08
10,67,1,4500,2023-02-08
20,66,5,22500,2023-02-08
19,63,1,4800,2023-02-08
12,66,4,20800,2023-02-08
7,63,3,13500,2023-02-08
13,69,1,5500,2023-02-08
15,71,1,5500,2023-02-08
20,66,1,4500,2023-02-08
3,62,3,13500,2023-02-08
19,65,5,24000,2023-02-08
15,63,1,5500,2023-02-08
1,69,4,12000,2023-02-08
2,71,3,12000,2023-02-08
8,67,2,6000,2023-02-08
16,66,3,16500,2023-02-08
6,71,5,25000,2023-02-08
19,64,5,24000,2023-02-08
15,69,3,16500,2023-02-08
1,65,1,3000,2023-02-08
13,68,3,16500,2023-02-08
7,67,1,4500,2023-02-08
8,69,2,6000,2023-02-08
15,62,2,11000,2023-02-08
15,69,5,27500,2023-02-08
19,70,5,24000,2023-02-08
16,68,1,5500,2023-02-08
18,65,4,18800,2023-02-08
5,66,3,16500,2023-02-08
7,65,3,13500,2023-02-08
6,67,4,20000,2023-02-08
14,64,2,10000,2023-02-08
6,63,2,10000,2023-02-08
9,65,4,16000,2023-02-08
11,69,3,14400,2023-02-08
10,68,2,9000,2023-02-08
3,65,2,9000,2023-02-08
9,71,3,12000,2023-02-08
6,62,1,5000,2023-02-08
13,71,4,22000,2023-02-08
16,63,3,16500,2023-02-08
8,65,5,15000,2023-02-08
15,69,3,16500,2023-02-08
18,68,1,4700,2023-02-08
19,63,5,24000,2023-02-08
18,71,5,23500,2023-02-08
3,70,2,9000,2023-02-08
13,66,2,11000,2023-02-08
11,68,2,9600,2023-02-08
19,63,2,9600,2023-02-08
11,62,3,14400,2023-02-08
20,70,4,18000,2023-02-08
2,70,1,4000,2023-02-08
9,67,3,12000,2023-02-08
8,70,4,12000,2023-02-08
16,67,2,11000,2023-02-08
2,66,1,4000,2023-02-08
5,71,3,16500,2023-02-08
19,69,3,14400,2023-02-08
3,64,1,4500,2023-02-08
13,71,2,11000,2023-02-08
6,69,3,15000,2023-02-08
11,67,4,19200,2023-02-08
18,64,5,23500,2023-02-08
4,70,4,20000,2023-02-08
20,68,4,18000,2023-02-08
8,66,2,6000,2023-02-08
11,69,5,24000,2023-02-08
5,68,3,16500,2023-02-08
14,68,4,20000,2023-02-08
17,65,4,23200,2023-02-08
10,69,4,18000,2023-02-08
1,68,4,12000,2023-02-08
13,67,2,11000,2023-02-08
15,70,3,16500,2023-02-08
19,67,2,9600,2023-02-08
9,63,4,16000,2023-02-08
4,68,5,25000,2023-02-08
7,68,3,13500,2023-02-08
7,71,3,13500,2023-02-08
10,70,2,9000,2023-02-08
5,71,1,5500,2023-02-08
14,63,3,15000,2023-02-08
9,64,2,8000,2023-02-08
8,69,4,12000,2023-02-08
4,67,3,15000,2023-02-08
12,69,4,20800,2023-02-08
9,63,1,4000,2023-02-08
3,67,4,18000,2023-02-08
14,62,4,20000,2023-02-08
4,67,2,10000,2023-02-08
11,69,4,19200,2023-02-08
2,62,2,8000,2023-02-08
17,68,5,29000,2023-02-08
1,62,5,15000,2023-02-08
1,67,2,6000,2023-02-08
10,66,1,4500,2023-02-08
5,67,1,5500,2023-02-08
2,64,3,12000,2023-02-08
18,68,1,4700,2023-02-08
2,63,3,12000,2023-02-08
16,68,4,22000,2023-02-08
5,62,2,11000,2023-02-08
13,69,3,16500,2023-02-08
15,62,2,11000,2023-02-08
14,63,1,5000,2023-02-08
12,66,2,10400,2023-02-08
13,70,5,27500,2023-02-08
7,63,4,18000,2023-02-08
20,62,3,13500,2023-02-08
13,70,4,22000,2023-02-08
15,71,2,11000,2023-02-08
16,64,4,22000,2023-02-08
19,64,2,9600,2023-02-08
6,71,2,10000,2023-02-08
4,69,4,20000,2023-02-08
8,67,5,15000,2023-02-08
19,64,2,9600,2023-02-08
10,67,5,22500,2023-02-08
11,63,2,9600,2023-02-08
15,68,1,5500,2023-02-08
17,62,5,29000,2023-02-08
15,64,2,11000,2023-02-08
10,68,4,18000,2023-02-08
9,70,3,12000,2023-02-08
5,70,4,22000,2023-02-08
14,64,3,15000,2023-02-08
7,67,4,18000,2023-02-08
14,67,3,15000,2023-02-08
17,62,5,29000,2023-02-08
11,69,3,14400,2023-02-08
13,63,1,5500,2023-02-08
2,69,2,8000,2023-02-08
1,69,3,9000,2023-02-08
17,68,2,11600,2023-02-08
19,69,1,4800,2023-02-08
18,62,2,9400,2023-02-08
17,64,1,5800,2023-02-08
6,64,1,5000,2023-02-08
6,66,5,25000,2023-02-08
2,68,1,4000,2023-02-08
8,67,5,15000,2023-02-08
19,66,1,4800,2023-02-08
20,63,3,13500,2023-02-08
7,69,5,22500,2023-02-08
19,62,2,9600,2023-02-08
13,62,3,16500,2023-02-08
2,66,3,12000,2023-02-08
13,68,2,11000,2023-02-08
2,64,5,20000,2023-02-08
12,62,2,10400,2023-02-08
5,64,3,16500,2023-02-08
10,67,2,9000,2023-02-08
15,69,4,22000,2023-02-08
19,66,1,4800,2023-02-08
1,65,5,15000,2023-02-08
9,62,5,20000,2023-02-08
15,66,2,11000,2023-02-08
17,67,1,5800,2023-02-08
20,71,2,9000,2023-02-08
19,68,5,24000,2023-02-08
17,68,1,5800,2023-02-08
9,68,4,16000,2023-02-08
19,65,1,4800,2023-02-08
9,63,2,8000,2023-02-08
3,62,2,9000,2023-02-08
3,65,1,4500,2023-02-08
5,67,5,27500,2023-02-08
1,64,2,6000,2023-02-08
12,62,1,5200,2023-02-08
17,68,4,23200,2023-02-08
2,70,4,16000,2023-02-08
4,67,5,25000,2023-02-08
12,63,3,15600,2023-02-08
1,68,2,6000,2023-02-08
8,64,4,12000,2023-02-08
4,71,1,5000,2023-02-08
9,71,4,16000,2023-02-08
19,68,5,24000,2023-02-08
12,62,4,20800,2023-02-08
17,68,2,11600,2023-02-08
5,70,4,22000,2023-02-08
7,67,2,9000,2023-02-08
12,66,2,10400,2023-02-08
4,62,1,5000,2023-02-08
8,65,5,15000,2023-02-08
17,65,4,23200,2023-02-08
18,63,4,18800,2023-02-08
18,69,5,23500,2023-02-08
12,63,2,10400,2023-02-08
8,62,2,6000,2023-02-08
15,70,4,22000,2023-02-08
7,62,2,9000,2023-02-08
4,62,4,20000,2023-02-08
16,68,1,5500,2023-02-08
9,68,1,4000,2023-02-08
15,66,2,11000,2023-02-08
4,64,2,10000,2023-02-08
4,63,3,15000,2023-02-08
19,64,2,9600,2023-02-08
13,70,4,22000,2023-02-08
3,71,3,13500,2023-02-08
16,71,5,27500,2023-02-08
7,64,4,18000,2023-02-08
18,69,3,14100,2023-02-08
14,70,4,20000,2023-02-08
6,65,4,20000,2023-02-08
12,69,3,15600,2023-02-08
12,67,2,10400,2023-02-08
7,65,2,9000,2023-02-08
3,70,4,18000,2023-02-08
2,69,3,12000,2023-02-08
11,62,5,24000,2023-02-08
1,65,5,15000,2023-02-08
15,66,2,11000,2023-02-08
10,65,3,13500,2023-02-08
13,69,1,5500,2023-02-08
10,70,2,9000,2023-02-08
9,69,2,8000,2023-02-08
9,66,5,20000,2023-02-08
12,70,3,15600,2023-02-08
20,62,3,13500,2023-02-08
5,68,5,27500,2023-02-08
6,67,3,15000,2023-02-08
10,70,4,18000,2023-02-08
14,65,5,25000,2023-02-08
10,70,1,4500,2023-02-08
12,65,1,5200,2023-02-08
4,70,5,25000,2023-02-08
7,67,2,9000,2023-02-08
4,62,5,25000,2023-02-08
3,63,5,22500,2023-02-08
4,65,3,15000,2023-02-08
14,70,5,25000,2023-02-08
3,68,4,18000,2023-02-08
7,69,1,4500,2023-02-08
17,71,4,23200,2023-02-08
17,63,2,11600,2023-02-08
4,62,1,5000,2023-02-08
13,70,2,11000,2023-02-08
3,62,2,9000,2023-02-08
11,65,5,24000,2023-02-08
19,67,5,24000,2023-02-08
14,68,1,5000,2023-02-08
13,66,4,22000,2023-02-08
7,64,4,18000,2023-02-08
15,70,5,27500,2023-02-08
14,68,2,10000,2023-02-08
5,66,4,22000,2023-02-08
8,65,2,6000,2023-02-08
19,65,3,14400,2023-02-08
6,63,3,15000,2023-02-08
15,69,5,27500,2023-02-08
8,68,3,9000,2023-02-08
3,63,3,13500,2023-02-08
8,65,4,12000,2023-02-08
13,67,2,11000,2023-02-08
17,69,2,11600,2023-02-08
5,63,2,11000,2023-02-08
7,71,2,9000,2023-02-08
1,64,2,6000,2023-02-08
16,63,1,5500,2023-02-08
1,65,3,9000,2023-02-08
17,63,1,5800,2023-02-08
6,65,3,15000,2023-02-08
5,71,5,27500,2023-02-08
3,67,2,9000,2023-02-08
13,68,2,11000,2023-02-08
3,67,2,9000,2023-02-08
16,70,5,27500,2023-02-08
9,70,2,8000,2023-02-08
11,70,5,24000,2023-02-08
15,66,5,27500,2023-02-08
17,65,3,17400,2023-02-08
1,62,3,9000,2023-02-08
15,62,2,11000,2023-02-08
16,62,1,5500,2023-02-08
5,67,4,22000,2023-02-08
9,64,3,12000,2023-02-08
13,68,3,16500,2023-02-08
20,63,1,4500,2023-02-08
10,70,5,22500,2023-02-08
11,63,5,24000,2023-02-08
1,69,2,6000,2023-02-08
2,63,2,8000,2023-02-08
7,70,1,4500,2023-02-08
12,67,2,10400,2023-02-08
17,63,4,23200,2023-02-08
